# dex,pokemon,pokeapi name,complexity,realism,artificiality,fantasy,humanoid,cuteness,coolness,beauty,popularity,rating count
721,Volcanion,volcanion,4.4545,2.4545,4.2545,4.5091,1.3636,1.4000,3.4182,2.1273,2.8182,55
722,Rowlet,rowlet,1.4259,2.1296,1.3889,2.1481,1.4444,4.6111,3.5741,3.8148,4.4074,54
723,Dartrix,dartrix,2.8364,2.4000,1.7455,2.8909,2.5273,3.2727,3.3273,3.2727,3.5818,55
724,Hisuian Decidueye,decidueye-hisui,4.0727,2.5636,1.6727,3.7455,3.9091,2.5273,4.2545,3.2909,4.0000,55
724,standard Decidueye,decidueye,3.8364,2.6909,1.9273,3.8000,3.6727,2.9091,4.6545,3.7455,4.3636,55
725,Litten,litten,1.8909,2.3091,1.2364,2.3455,1.1273,4.4909,3.9636,3.7818,4.3091,55
726,Torracat,torracat,2.6364,2.6182,1.5091,2.7818,1.3091,3.7091,4.0000,3.2182,3.8364,55
727,Incineroar,incineroar,3.6909,1.7818,2.0545,3.7273,4.6364,1.9636,3.6182,2.4909,3.1455,55
728,Popplio,popplio,1.7778,1.5926,1.6481,2.3889,1.5741,4.3704,2.6481,3.5370,3.8889,54
729,Brionne,brionne,2.8727,1.6909,1.9091,3.6909,2.2727,3.9091,2.4000,3.6727,3.3273,55
730,Primarina,primarina,3.9455,2.4000,1.9455,4.4182,3.4909,3.7636,2.9636,4.3636,3.6182,55
731,Pikipek,pikipek,1.5818,2.4545,1.2364,1.4909,1.0909,4.3455,2.9091,3.7455,3.8545,55
732,Trumbeak,trumbeak,2.2182,2.7636,1.2364,1.6364,1.2364,2.5636,2.7636,2.8000,2.9091,55
733,Toucannon,toucannon,2.4909,3.3636,1.4000,1.8545,1.3273,2.1636,3.6000,2.9636,3.5273,55
734,Yungoos,yungoos,1.6909,2.5818,1.4000,1.4545,1.2182,2.7455,2.5455,2.3091,2.8545,55
735,Gumshoos,gumshoos,2.0727,2.1455,1.7636,1.7273,3.2364,1.5818,2.2364,1.7818,2.4909,55
736,Grubbin,grubbin,2.0000,2.0000,1.6182,2.2000,1.2182,3.6182,2.9273,2.5818,3.4727,55
737,Charjabug,charjabug,2.0000,1.6727,3.0727,3.0545,1.1818,3.4545,3.0000,2.5455,3.5818,55
738,Vikavolt,vikavolt,3.7636,2.9091,3.0909,3.3636,1.2000,1.7273,4.5818,2.8545,4.2364,55
739,Crabrawler,crabrawler,2.8909,1.6727,1.8000,2.4909,2.0182,2.2545,3.2364,2.1273,3.3636,55
740,Crabominable,crabominable,3.9091,1.4545,1.9091,3.5273,1.9636,1.4182,1.9455,1.2364,2.1273,55
741,Pa’u Style Oricorio,oricorio-pau,2.8000,2.0545,1.9455,3.3273,3.4545,3.4364,2.3455,3.5091,3.0727,55
741,Pom-Pom Style Oricorio,oricorio-pom-pom,2.7636,1.9091,1.8909,3.1818,3.2000,3.9273,2.6727,3.6364,3.5091,55
741,Sensu Style Oricorio,oricorio-sensu,3.0364,2.3818,1.8000,3.4545,2.6727,3.4909,3.5455,4.3636,3.9455,55
741,Baile Style Oricorio,oricorio-baile,3.0909,2.3636,1.6364,2.8000,2.5818,3.2727,3.4909,4.1091,3.6364,55
742,Cutiefly,cutiefly,1.6727,1.6909,1.3455,2.5273,1.2000,4.5091,2.3818,3.8727,3.7818,55
743,Ribombee,ribombee,2.7636,1.6727,1.7091,3.6909,2.9636,4.5455,3.0000,4.2000,3.9091,55
744,Rockruff,rockruff,2.1273,2.2909,1.4364,1.6727,1.2364,4.5455,3.8000,3.6727,4.2182,55
745,Dusk Lycanroc,lycanroc-dusk,3.4182,3.2727,1.7091,2.6364,1.2000,3.3636,4.5455,3.7636,4.0545,55
745,Midnight Lycanroc,lycanroc-midnight,3.2778,2.0370,1.6481,3.7778,3.7222,2.3519,4.4259,3.0185,3.8889,54
745,Midday Lycanroc,lycanroc-midday,2.7778,3.4815,1.4259,1.9074,1.1852,3.2963,4.2222,3.7407,4.1296,54
746,Wishiwashi School,wishiwashi-school,4.0364,2.5636,1.6364,3.5091,1.1455,1.9273,4.2364,3.1273,3.8727,55
746,Solo Wishiwashi,wishiwashi-solo,1.6000,1.8182,1.2545,1.6545,1.1455,3.9636,2.1455,3.0364,3.6545,55
747,Mareanie,mareanie,2.7818,2.1091,1.6000,3.1273,2.2182,3.4545,3.1273,2.4909,3.6364,55
748,Toxapex,toxapex,3.5636,2.0909,1.8545,3.1091,1.4182,2.3273,3.5273,2.2182,3.4000,55
749,Mudbray,mudbray,1.9273,2.4182,1.3818,1.5091,1.1273,3.7636,2.5818,2.7636,3.6909,55
750,Mudsdale,mudsdale,3.1273,3.5818,1.5455,1.9091,1.1818,2.4545,3.9091,2.9455,3.8000,55
751,Dewpider,dewpider,2.9091,1.8000,2.1636,3.2909,1.3273,3.2000,2.9455,2.4727,3.3091,55
752,Araquanid,araquanid,3.8889,2.7407,2.0556,3.6667,1.0926,1.6852,4.2222,2.5370,3.8333,54
753,Fomantis,fomantis,2.1455,1.9636,1.5091,3.3091,2.3273,4.3273,2.7091,3.8545,3.6545,55
754,Lurantis,lurantis,3.8000,2.3091,1.8000,3.4545,3.8727,3.9636,3.7818,4.2909,4.0545,55
755,Morelull,morelull,1.6182,2.1091,1.3636,3.2364,1.2909,4.2545,2.6364,3.7091,3.6364,55
756,Shiinotic,shiinotic,2.5370,1.6667,1.4444,4.0000,3.2963,2.8889,2.7037,2.8148,3.2037,54
757,Salandit,salandit,2.3273,2.3636,1.4182,2.7455,1.2909,3.6545,3.8182,3.0364,4.0545,55
758,Salazzle,salazzle,3.2909,2.5455,1.6545,3.3455,3.8364,2.6909,4.0000,3.8545,3.8364,55
759,Stufful,stufful,1.8182,1.4364,2.3455,2.6000,1.6000,4.5455,2.7455,3.5818,3.7455,55
760,Bewear,bewear,1.8909,1.4727,2.3091,2.6000,3.4727,4.0545,3.2909,3.2727,3.6364,55
761,Bounsweet,bounsweet,1.3818,1.6727,1.3091,2.8364,1.5091,4.7091,1.9455,3.7455,3.8545,55
762,Steenee,steenee,2.4000,1.6182,1.9818,3.7091,4.4000,4.1455,2.7455,3.9091,3.5091,55
763,Tsareena,tsareena,3.6182,1.9636,1.8182,3.8182,4.7636,3.0364,3.5818,4.2545,3.5455,55
764,Comfey,comfey,2.4107,1.8750,2.4821,3.9643,1.6250,4.3036,2.4464,4.2321,3.3393,56
765,Oranguru,oranguru,3.6111,3.1296,1.5926,3.0370,3.6296,1.9815,2.8889,2.4074,3.2037,54
766,Passimian,passimian,3.1636,3.1091,1.7091,2.3091,3.5091,2.3818,3.3091,2.8909,3.2545,55
767,Wimpod,wimpod,2.4545,2.4909,1.4909,1.9818,1.2727,3.0545,2.6182,2.2364,3.6364,55
768,Golisopod,golisopod,4.3455,3.3091,2.0364,3.6364,3.3273,1.8000,4.4909,2.5818,4.2182,55
769,Sandygast,sandygast,1.6909,1.6909,3.6909,3.7091,1.2727,3.5455,3.0364,2.6909,3.5818,55
770,Palossand,palossand,2.6364,1.8909,4.1636,3.8909,1.2727,2.6000,3.3636,2.8182,3.6364,55
771,Pyukumuku,pyukumuku,1.5091,1.5636,1.5636,2.3273,1.1818,3.8727,2.4727,2.6545,3.6182,55
772,Type:Null,type-null,4.5556,3.1296,4.1296,4.5370,1.1667,1.8519,4.2222,2.4630,3.8519,54
773,Silvally,silvally-normal,4.5455,2.7273,4.3091,4.5636,1.2182,2.3455,4.2727,2.8182,3.7818,55
774,Minior Core,minior-red,1.9273,1.4364,3.8545,4.3273,1.1818,4.5091,3.2545,4.1455,4.2182,55
774,Meteor Minior,minior-red-meteor,2.5091,2.4909,3.5091,3.8182,1.2545,3.1818,3.0182,2.9455,3.6545,55
775,Komala,komala,1.9455,2.2364,1.5818,1.8182,1.6364,3.9636,2.4364,3.1091,3.3091,55
776,Turtonator,turtonator,4.1636,2.1636,2.5636,4.0909,2.4000,1.7818,3.4727,2.1455,3.3273,55
777,Togedemaru,togedemaru,1.8545,1.4182,2.1455,2.8909,1.5636,4.2909,2.8000,3.3455,3.5273,55
778,Mimikyu,mimikyu-disguised,2.2000,1.8182,3.8727,4.2364,1.2364,4.3818,4.2727,3.1091,4.5636,55
779,Bruxish,bruxish,3.8364,1.5636,1.7091,3.4182,1.8364,1.6000,2.0727,1.7273,2.3455,55
780,Drampa,drampa,2.8909,1.5636,2.0000,4.4364,1.7636,3.2364,3.2909,3.0182,3.7455,55
781,Dhelmise,dhelmise,4.0000,3.2000,4.1818,4.1636,1.1455,1.8000,3.8364,2.4182,3.7818,55
782,Jangmo-o,jangmo-o,2.6727,1.9818,1.9273,3.4545,1.2909,3.9273,3.4727,3.0182,3.6182,55
783,Hakamo-o,hakamo-o,3.7091,2.4909,2.4182,3.9273,2.6909,2.2182,3.6182,2.6182,3.4000,55
784,Kommo-o,kommo-o,4.5185,2.8333,2.1667,4.3519,2.5000,1.6667,4.1111,2.7778,3.6852,54
785,Tapu Koko,tapu-koko,4.4545,2.3091,3.2727,4.6182,3.3818,2.2545,4.2545,3.2182,3.8000,55
786,Tapu Lele,tapu-lele,4.0926,1.9444,3.2407,4.5926,4.0741,4.1667,3.3333,4.2222,3.7407,54
787,Tapu Bulu,tapu-bulu,4.2037,2.4259,3.5556,4.7593,2.1296,1.7037,3.7593,2.6667,3.4444,54
788,Tapu Fini,tapu-fini,4.2500,2.3750,3.0179,4.5179,4.1250,3.4464,3.7679,4.3214,3.6250,56
789,Cosmog,cosmog,2.3704,1.4259,3.7222,4.7222,1.1667,4.5185,3.3704,4.0556,3.9259,54
790,Cosmoem,cosmoem,2.8148,2.0370,3.9630,4.7778,1.1481,3.8148,3.2037,3.9259,3.5741,54
791,Solgaleo,solgaleo,4.4000,2.8909,3.0545,4.4909,1.2364,2.2727,4.5091,3.6909,4.1273,55
792,Lunala,lunala,4.4000,2.6545,3.1636,4.7818,1.6545,3.0182,4.3273,4.4000,4.3091,55
793,Nihilego,nihilego,2.9818,2.4364,2.8727,4.2727,2.6000,3.1455,3.6000,3.8545,3.8000,55
794,Buzzwole,buzzwole,4.5818,2.4182,2.6364,4.5636,4.4364,1.6545,4.0727,2.1636,3.5818,55
795,Pheromosa,pheromosa,3.9455,2.5636,2.5818,4.1818,4.8909,2.8545,3.8182,4.1273,3.6545,55
796,Xurkitree,xurkitree,4.0727,2.5091,4.6727,4.6909,3.4909,2.1636,4.1273,2.8364,4.0000,55
797,Celesteela,celesteela,4.6545,2.5636,4.7091,4.6909,3.0182,2.4182,3.7091,3.4545,3.6000,55
798,Kartana,kartana,4.0727,2.6182,4.5273,4.2545,3.4000,2.0364,4.1636,3.2909,3.9455,55
799,Guzzlord,guzzlord,4.6727,1.8000,3.5455,4.8182,1.7636,1.3636,4.1273,1.6182,3.4727,55
800,Dawn Wings Necrozma,necrozma-dawn,4.6909,2.5636,4.0000,4.7273,1.5636,1.7455,4.2545,3.3818,3.6182,55
800,Dusk Mane Necrozma,necrozma-dusk,4.5818,2.6182,4.2000,4.6364,1.1636,1.7455,4.0909,2.9636,3.4182,55
800,Ultra Necrozma,necrozma-ultra,4.6111,2.7593,4.0926,4.6852,2.3519,1.6296,4.3333,3.6852,3.7963,54
800,standard Necrozma,necrozma,4.6364,2.6364,4.5091,4.6364,3.0727,1.4727,4.2182,2.8909,3.7273,55
801,Magearna,magearna,4.4364,2.4000,4.8545,4.3818,4.2545,3.9636,3.0909,3.9273,3.6182,55
802,Marshadow,marshadow,2.4000,1.6545,2.7455,4.6000,4.0909,4.3636,4.0364,3.6182,4.0182,55
803,Poipole,poipole,3.1455,1.7091,3.8909,4.5273,3.2545,4.0000,3.7818,3.2364,3.8000,55
804,Naganadel,naganadel,4.6545,2.2545,3.9455,4.7455,1.5455,1.6364,4.0909,2.6727,3.5818,55
805,Stakataka,stakataka,3.8545,3.1273,4.7273,4.5091,1.1091,1.7636,3.7636,2.6545,3.8182,55
806,Blacephalon,blacephalon,4.3091,1.5636,4.4364,4.6545,4.5091,1.8364,3.2727,2.9636,3.4545,55
807,Zeraora,zeraora,3.8929,2.0714,1.8929,4.2321,4.4464,3.2857,4.2500,3.5000,3.6964,56
808,Meltan,meltan,1.7818,1.5818,4.8182,4.3273,2.1455,4.1636,3.0727,3.1818,3.6909,55
809,standard Melmetal,melmetal,3.5370,1.7593,4.8333,4.4444,3.9630,2.6111,4.0556,2.6667,3.7222,54
809,Gigantamax Melmetal,melmetal-gmax,4.0000,1.7818,4.7273,4.4182,3.9818,1.7273,3.7455,2.6545,3.4000,55
810,Grookey,grookey,2.0000,2.1481,1.4815,2.4630,2.5370,4.2963,3.0556,3.3333,3.8333,54
811,Thwackey,thwackey,2.5636,1.9636,1.8000,2.7636,3.8000,2.4727,2.6909,2.1091,2.6727,55
812,standard Rillaboom,rillaboom,3.2364,3.1818,1.3455,2.6182,3.6727,2.1636,3.7091,2.6909,3.3818,55
812,Gigantamax Rillaboom,rillaboom-gmax,4.6364,1.8909,2.7091,4.3636,3.6909,1.5455,3.3818,2.2909,2.8182,55
813,Scorbunny,scorbunny,2.2727,1.6545,1.6909,2.6909,3.4182,4.0909,3.4545,3.2364,3.5636,55
814,Raboot,raboot,2.8889,1.7963,2.2778,3.2778,4.2037,3.6296,3.7037,3.2593,3.4074,54
815,standard Cinderace,cinderace,3.6364,1.7636,2.2364,3.2909,4.7818,2.7636,3.3273,2.8545,2.8000,55
815,Gigantamax Cinderace,cinderace-gmax,3.6545,1.6545,2.9455,4.4909,4.5818,2.5455,3.5273,2.9818,3.0909,55
816,Sobble,sobble,1.8909,1.4909,1.3818,2.6545,1.6545,4.0545,2.4000,3.0364,3.3273,55
817,Drizzile,drizzile,2.2909,1.6182,1.8909,2.6727,4.0000,2.3091,2.4909,1.9818,2.5091,55
818,standard Inteleon,inteleon,3.4364,1.9091,2.1818,3.6364,4.7273,1.7636,3.6182,2.4727,2.9091,55
818,Gigantamax Inteleon,inteleon-gmax,4.0545,1.5455,2.6545,4.4364,4.1455,1.9273,3.3818,2.6727,3.0364,55
819,Skwovet,skwovet,1.8000,2.2545,1.3273,1.4364,1.4545,3.8545,1.9273,2.6909,2.8545,55
820,Greedent,greedent,2.1455,1.6545,1.2545,1.4727,2.0727,3.3818,1.7818,2.3636,2.8727,55
821,Rookidee,rookidee,1.6296,2.4815,1.2593,1.5741,1.1296,3.9630,3.0926,3.3148,3.6667,54
822,Corvisquire,corvisquire,2.7037,3.3148,1.5370,1.8519,1.2778,2.9259,3.8889,3.3704,3.7593,54
823,standard Corviknight,corviknight,3.6727,3.4545,2.8909,3.3091,1.2182,2.0909,4.6182,3.5636,4.2727,55
823,Gigantamax Corviknight,corviknight-gmax,4.1273,2.9455,3.1273,3.8000,1.2364,1.7455,4.2000,3.1636,3.6545,55
824,Blipbug,blipbug,2.3636,1.3091,1.8909,2.8909,1.6545,2.9273,2.0364,2.2727,2.9455,55
825,Dottler,dottler,2.8364,1.7273,3.4000,3.4727,1.3455,3.1818,2.7273,2.5273,3.2182,55
826,Gigantamax Orbeetle,orbeetle-gmax,4.7273,1.6909,4.1636,4.7091,1.9091,1.6182,4.0364,2.6545,3.6909,55
826,standard Orbeetle,orbeetle,3.9455,2.0727,3.0727,4.0000,3.0545,1.8727,3.8364,2.3818,3.6545,55
827,Nickit,nickit,2.3273,2.3091,1.2727,2.1455,1.2909,3.9636,3.3091,3.3455,3.5818,55
828,Thievul,thievul,2.7963,2.6111,1.4444,2.2407,1.8519,2.3889,3.4259,2.8519,3.2407,54
829,Gossifleur,gossifleur,2.2182,1.9273,1.5455,3.2909,2.3455,4.2000,2.2545,4.1636,3.3273,55
830,Eldegoss,eldegoss,2.1481,2.0926,1.4815,3.2222,2.2222,4.0000,2.8333,3.8519,3.6111,54
831,Wooloo,wooloo,1.3091,2.5636,1.2000,1.4182,1.1818,4.4909,2.6364,3.9091,4.0727,55
832,Dubwool,dubwool,2.2727,3.6727,1.3273,1.5455,1.1273,3.1091,3.3091,3.0000,3.3636,55
833,Chewtle,chewtle,2.0182,1.3818,1.5455,2.4182,1.3818,3.0000,1.9273,1.7091,2.6909,55
834,Gigantamax Drednaw,drednaw-gmax,4.3273,2.3818,2.4909,3.8364,2.0182,1.4364,3.3273,2.0727,2.6545,55
834,standard Drednaw,drednaw,3.5636,2.7455,2.0727,2.6727,1.1636,2.0364,3.7273,2.2364,3.6727,55
835,Yamper,yamper,1.8364,1.8545,1.4182,2.4000,1.0727,4.2545,2.6364,3.2727,3.3273,55
836,Boltund,boltund,2.1091,2.6909,1.4545,2.2182,1.1455,3.6182,3.4000,3.0364,3.2364,55
837,Rolycoly,rolycoly,2.0909,2.0000,3.7636,3.4727,1.1091,2.9636,3.0182,2.2727,3.3091,55
838,Carkol,carkol,3.1818,1.6727,4.1636,3.5273,1.2364,1.8909,2.6727,1.8182,2.8000,55
839,Gigantamax Coalossal,coalossal-gmax,4.4364,2.6545,4.2182,4.3818,2.4909,1.5273,3.6727,2.1091,3.1636,55
839,standard Coalossal,coalossal,4.0727,2.5091,3.8727,4.0000,3.0364,1.4364,3.2000,1.6727,2.6545,55
840,Applin,applin,1.3704,1.4630,1.3704,3.1852,1.0741,4.2407,3.0000,3.0185,3.8519,54
841,Gigantamax Flapple,flapple-gmax,3.2909,1.5091,1.6727,4.4364,1.0909,3.1818,2.9091,2.6727,3.2000,55
841,standard Flapple,flapple,3.0556,1.5741,1.8333,4.0000,1.4259,3.5926,3.5926,2.6852,3.7222,54
842,Appletun,appletun,2.9455,1.5636,2.5818,4.4364,1.1091,4.2727,3.4545,3.0909,4.2000,55
843,Silicobra,silicobra,2.1636,2.2182,1.3273,1.7818,1.2909,3.1455,2.7818,2.2727,3.3273,55
844,Gigantamax Sandaconda,sandaconda-gmax,4.2727,1.7636,2.4364,4.1091,1.2727,1.7636,3.4727,2.3818,3.2545,55
844,standard Sandaconda,sandaconda,3.0364,2.1273,1.6909,2.6727,1.2545,2.4182,3.4000,2.4545,3.3091,55
845,Cramorant,cramorant,2.2364,2.3273,1.3091,1.6727,1.1273,3.0000,2.4182,2.1273,3.4909,55
846,Arrokuda,arrokuda,2.2727,2.1273,1.4000,1.5818,1.1636,2.8727,2.5273,2.2364,2.8182,55
847,Barraskewda,barraskewda,3.2182,2.5636,1.7091,2.2727,1.1636,1.9818,3.4545,2.2727,3.3636,55
848,Toxel,toxel,2.4000,1.5636,1.9818,3.5455,3.0364,3.2000,2.5636,2.0364,2.7818,55
849,Amped Toxtricity,toxtricity-amped,3.9818,1.9273,2.5636,4.0545,4.3455,2.2182,4.2364,2.8909,3.9091,55
849,Gigantamax Toxtricity,toxtricity-amped-gmax,4.6000,1.7091,3.4364,4.4727,2.3636,1.9636,4.1818,2.8182,3.6727,55
849,Low Key Toxtricity,toxtricity-low-key,3.8909,2.0364,2.5091,4.1818,4.4364,2.2364,4.1636,2.5818,3.9273,55
850,Sizzlipede,sizzlipede,1.9636,1.8364,1.7091,2.7818,1.1818,3.4727,3.5455,2.8182,3.8182,55
851,Gigantamax Centiskorch,centiskorch-gmax,3.8909,2.7091,2.2909,4.2545,1.1818,1.8364,4.4909,3.4545,4.0545,55
851,standard Centiskorch,centiskorch,3.5455,2.5818,1.8000,3.8000,1.2364,2.0727,4.0909,2.7273,3.8364,55
852,Clobbopus,clobbopus,2.2963,1.6852,1.8148,2.6667,2.0000,4.2407,3.2593,2.9074,3.7963,54
853,Grapploct,grapploct,2.9091,2.1455,1.5818,3.1091,3.1091,2.0545,3.9818,2.7273,3.4909,55
854,Sinistea,sinistea-phony,2.6364,1.7636,4.3636,4.4000,1.3455,4.0727,2.7273,3.6000,3.4909,55
855,Polteageist,polteageist-phony,3.0185,1.7963,4.2778,4.5185,2.4630,3.7593,3.1852,3.5185,3.6667,54
856,Hatenna,hatenna,1.5741,1.4444,2.7963,4.1296,2.6111,4.2222,2.0556,3.4815,3.2407,54
857,Hattrem,hattrem,2.8727,1.7091,2.6545,4.2909,4.0727,4.4727,2.8364,4.2000,3.7455,55
858,Gigantamax Hatterene,hatterene-gmax,3.8182,1.9273,2.8545,4.6364,4.2545,3.0364,3.6000,4.0000,3.2545,55
858,standard Hatterene,hatterene,3.4545,1.9273,2.5636,4.8000,4.1636,3.8182,3.4182,4.2545,3.8545,55
859,Impidimp,impidimp,2.2182,1.3818,2.0909,4.1091,4.2364,3.3455,3.2000,1.8727,3.3818,55
860,Morgrem,morgrem,3.1455,1.7273,2.1273,4.4364,4.5455,2.2182,3.5455,2.2000,3.2364,55
861,Gigantamax Grimmsnarl,grimmsnarl-gmax,4.3273,2.6000,2.6909,4.5818,4.7273,1.4000,4.2909,2.3273,3.5091,55
861,standard Grimmsnarl,grimmsnarl,3.9273,1.9091,2.1636,4.7455,4.5636,1.4909,4.0364,1.9091,3.5636,55
862,Obstagoon,obstagoon,3.8545,2.2000,1.9636,3.6000,4.2545,2.0182,4.1455,2.4909,3.5818,55
863,Perrserker,perrserker,3.3636,1.8909,2.5636,3.6364,3.5818,2.2727,3.4545,2.0545,3.2727,55
864,Cursola,cursola,3.4727,2.3636,2.4364,4.0909,1.2545,3.2364,3.9273,3.2000,4.2364,55
865,Sirfetch’d,sirfetchd,2.8727,2.0364,1.6545,3.7455,3.1091,2.6182,4.1273,3.2000,3.8364,55
866,Mr. Rime,mr-rime,3.7636,1.3091,3.0000,3.6545,4.7636,2.3455,2.4727,2.0909,3.0364,55
867,Runerigus,runerigus,4.1636,2.4909,4.2000,4.6000,2.1273,1.5273,4.2909,2.7091,4.0182,55
868,Milcery,milcery,1.1273,1.2182,3.7636,3.6545,1.2000,4.2182,1.8909,3.5091,3.2182,55
869,Gigantamax Alcremie,alcremie-gmax,4.6364,1.9636,4.3091,4.2364,2.4545,3.4182,2.6909,3.6727,3.1091,55
869,standard Alcremie,alcremie-vanilla-cream,2.4545,1.8000,4.1273,4.1455,3.4364,4.0909,2.4182,3.9091,3.5091,55
870,Falinks,falinks,3.0545,1.5091,3.7091,3.6909,2.2182,4.1636,3.8182,3.3091,4.0727,55
871,Pincurchin,pincurchin,1.7037,2.1296,1.5370,2.1296,1.1296,3.7222,2.6111,2.5000,3.4815,54
872,Snom,snom,1.3519,1.5926,1.6296,3.0000,1.0926,4.7963,2.9259,3.6667,4.3704,54
873,Frosmoth,frosmoth,2.9636,2.8364,1.5636,3.5455,1.2364,3.9636,3.8182,4.4727,4.1091,55
874,Stonjourner,stonjourner,2.2364,1.7818,4.2909,3.8909,2.3455,2.4909,2.3818,2.1636,2.6545,55
875,Eiscue,eiscue-ice,1.8364,1.6182,1.9818,2.8727,2.0909,3.7636,2.5636,2.5455,3.1455,55
876,Female Indeedee,indeedee-female,2.2407,1.6852,1.9815,3.5926,4.0926,3.5926,2.3148,3.3333,3.0556,54
876,Male Indeedee,indeedee-male,2.0727,1.9455,1.9818,3.2545,4.0364,3.0000,2.5091,3.0000,2.7636,55
877,Morpeko,morpeko-full-belly,2.1091,1.3455,1.5818,2.9091,2.2364,3.9273,2.9273,2.9455,3.2182,55
878,Cufant,cufant,2.4182,1.8000,2.3818,2.8182,1.1636,4.0545,2.5273,3.0000,3.3636,55
879,Gigantamax Copperajah,copperajah-gmax,4.2545,1.4182,3.7455,4.1091,2.2182,1.5455,2.5455,1.7818,2.2727,55
879,standard Copperajah,copperajah,3.8545,2.6909,2.8364,3.2727,1.3455,2.4000,3.5636,3.0182,3.3273,55
880,Dracozolt,dracozolt,3.9273,1.4182,3.5818,4.3818,1.4182,3.2364,3.2545,2.0545,3.4727,55
881,Arctozolt,arctozolt,3.5091,1.4182,3.1636,4.3636,1.7455,3.3273,2.9818,2.2545,3.4909,55
882,Dracovish,dracovish,4.2364,1.6364,3.4000,4.4909,1.6000,2.4000,3.0909,1.6909,3.3091,55
883,Arctovish,arctovish,3.7273,2.0182,2.9273,3.9273,1.1455,2.1636,2.8909,1.8000,3.1273,55
884,Gigantamax Duraludon,duraludon-gmax,4.3273,2.5091,4.7818,4.2364,1.9091,1.5091,3.4182,2.2182,2.7818,55
884,standard Duraludon,duraludon,3.9074,2.4630,4.4815,4.2037,2.3148,1.6481,3.5185,2.3148,3.1852,54
885,Dreepy,dreepy,2.1455,1.7091,2.5091,4.1455,1.2000,4.3636,3.5273,3.1455,3.8909,55
886,Drakloak,drakloak,3.4364,1.9636,2.8364,4.4364,1.3818,3.3091,3.6727,3.0364,3.7273,55
887,Dragapult,dragapult,4.0364,2.1636,3.2000,4.5818,1.7455,2.9818,4.5818,3.3636,4.3273,55
888,Hero Zacian,zacian,3.9818,3.5273,1.8364,3.8182,1.2364,2.7455,4.0545,3.5273,3.6727,55
888,Crowned Zacian,zacian-crowned,4.5636,2.7455,3.0000,4.5455,1.4182,2.8364,4.0364,3.7273,3.5091,55
889,Hero Zamazenta,zamazenta,4.1273,3.2727,2.1273,3.7091,1.3091,2.7273,3.9273,3.0364,3.6545,55
889,Crowned Zamazenta,zamazenta-crowned,4.5818,3.0000,3.0909,4.2000,1.2364,2.3636,3.9636,3.0727,3.3636,55
890,Eternatus,eternatus,4.7818,2.6000,4.1455,4.8182,1.2000,1.3636,3.9455,2.3091,3.2182,55
891,Kubfu,kubfu,2.1273,1.9636,1.8182,3.0000,3.9273,3.5273,3.3091,2.7455,3.1636,55
892,Gigantamax Rapid Strike Urshifu,urshifu-rapid-strike-gmax,4.4259,2.6296,2.1667,4.3148,4.3148,1.5926,4.0926,2.9630,3.2778,54
892,Gigantamax Single Strike Urshifu,urshifu-single-strike-gmax,4.2182,2.7636,2.2727,3.8727,4.4182,1.6182,3.9273,2.6909,3.1818,55
892,standard Rapid Strike Urshifu,urshifu-rapid-strike,3.9091,2.9273,1.7818,3.7455,4.5273,1.8909,3.7818,2.7818,3.2000,55
892,standard Single Strike Urshifu,urshifu-single-strike,3.9636,2.8545,2.1091,3.6364,4.4545,2.1455,4.0909,2.8727,3.7091,55
893,Zarude,zarude,3.9091,2.8545,1.6909,3.1818,3.4545,1.5455,3.3273,2.1818,2.9818,55
894,Regieleki,regieleki,3.6182,1.9091,4.7818,4.6545,2.0182,2.5636,4.0182,3.1273,3.8000,55
895,Regidrago,regidrago,3.3704,2.2778,4.4259,4.5185,1.9259,1.9444,3.9444,2.7593,3.5000,54
896,Glastrier,glastrier,2.9815,3.5370,2.7037,3.8333,1.2407,2.1852,3.6111,3.1481,3.2222,54
897,Spectrier,spectrier,2.4000,3.2545,1.7818,4.1636,1.2182,3.0182,3.9091,4.2000,3.7455,55
898,Ice Rider Calyrex,calyrex-ice,4.6727,2.6545,2.6364,4.4000,2.9455,2.0182,3.5636,2.8909,3.0000,55
898,Shadow Rider Calyrex,calyrex-shadow,4.4444,2.4630,1.9815,4.6111,3.0000,2.2037,3.4259,3.1481,3.0556,54
898,standard Calyrex,calyrex,3.7818,1.7636,2.3636,4.4909,3.5273,2.2545,2.4364,2.2909,2.6545,55
899,Wyrdeer,wyrdeer,3.0909,3.0000,1.4727,3.0182,1.3455,2.2545,3.6545,2.9455,3.8182,55
900,Kleavor,kleavor,4.2963,2.7778,3.1852,4.0741,3.4815,1.5185,3.9815,2.2778,3.5370,54
901,Ursaluna,ursaluna,3.8889,3.3148,1.5926,2.8333,1.4259,2.5000,3.7593,2.3519,3.7407,54
902,Female Basculegion,basculegion-female,3.8727,2.5455,1.9091,3.8545,1.3455,2.0364,3.8727,2.5636,3.6727,55
902,Male Basculegion,basculegion-male,4.0364,2.8909,1.8545,4.2545,1.2545,1.9455,4.4364,3.1455,4.2182,55
903,Sneasler,sneasler,3.3091,1.9455,1.8909,3.4000,4.4364,2.2909,3.2909,2.5636,2.9273,55
904,Overqwil,overqwil,3.2545,1.9273,1.9455,3.2545,1.1818,1.7818,3.5273,1.9273,3.2909,55
