"","DexNum","PokemonName","PokeApiName","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","RatingCount","Generation","Region","Order","PopularitySD","MeanDesignSD","Type1","Type2"
"137",96,"Drowzee","drowzee",1.7931,2.1552,1.4828,3.3276,3.2241,1.8448,2.3103,1.7931,2.9828,58,"1","Kanto",1,1.18163211659865,0.999909941310221,"psychic","No 2nd Type"
"138",97,"Hypno","hypno",1.8448,2.2931,1.8966,3.569,4.6207,1.3103,2.1207,1.4828,2.5,58,"1","Kanto",1,1.13335023652033,0.85651449295386,"psychic","No 2nd Type"
"139",98,"Krabby","krabby",1.9123,3.807,1.3158,1.3333,1.2281,3.0175,2.7544,2.5263,3.386,57,"1","Kanto",1,1.29705967644032,1.21535452656064,"water","No 2nd Type"
"140",99,"Gigantamax Kingler","kingler-gmax",4.2586,2.6379,1.7931,3.5172,1.5345,1.5862,3.5172,2.1552,3.1379,58,"8","Kanto",1,1.37022872319348,1.01957737868545,"water","No 2nd Type"
"141",99,"standard Kingler","kingler",2.2931,3.2759,1.2414,1.5345,1.1207,1.9138,3.5517,2.3103,3.5862,58,"1","Kanto",1,1.00059435369289,0.851548398888553,"water","No 2nd Type"
"142",100,"Hisuian Voltorb","voltorb-hisui",1.5263,1.7193,3.7018,3.5965,1.3333,3.6667,3.1579,3.1228,3.7719,57,"8","Hisui",9,1.07634116843354,1.00986520507014,"electric","grass"
"143",100,"standard Voltorb","voltorb",1.069,1.5345,4.7931,3.7931,1.2586,1.8103,2.931,2.3448,2.9828,58,"1","Kanto",1,0.955769762174841,0.895335857624948,"electric","No 2nd Type"
"144",1000,"Gholdengo","gholdengo",2.1724,1.1379,4.7241,4.3103,4.6379,2.1379,2.7759,2.2069,2.7586,58,"9","Paldea",10,1.52349807133617,0.892436181030223,"steel","ghost"
"145",1001,"Wo-Chien","wo-chien",3.9655,3.1552,2.3966,4.5517,1.1207,2.1379,4.069,2.7414,4,58,"9","Paldea",10,1.0985884360051,0.991418440581007,"dark","grass"
"146",1002,"Chien-Pao","chien-pao",3.569,2.7931,2.7759,4.2241,1.1552,3.1724,4.4138,3.7586,4.1207,58,"9","Paldea",10,1.22012455261753,1.10900345414107,"dark","ice"
"147",1003,"Ting-Lu","ting-lu",3.7069,2.931,3.4655,4.3276,1.1897,1.6552,3.6552,2.6379,3.3621,58,"9","Paldea",10,1.17000259153955,1.03941853861119,"dark","ground"
"148",1004,"Chi-Yu","chi-yu",2.9138,2.5517,3.069,4.4655,1.0862,3.7414,3.9828,3.9655,4.1034,58,"9","Paldea",10,1.10935916842382,1.05308513032301,"dark","fire"
"149",1005,"Roaring Moon","roaring-moon",4.6379,2.8448,2.1897,4.6552,1.2759,1.6034,4.4138,3.1552,3.9138,58,"9","Paldea",10,1.03864106771235,0.945583404674201,"dragon","dark"
"150",1006,"Iron Valiant","iron-valiant",4.3621,2.7931,4.8448,4.569,4.8448,2.2241,4.5345,3.9483,3.8793,58,"9","Paldea",10,1.01840961556016,0.794970569832683,"fairy","fighting"
"151",101,"Hisuian Electrode","electrode-hisui",1.4211,1.7018,3.8421,3.5965,1.2456,2.0877,3.1754,2.386,3.1053,57,"8","Hisui",9,1.14989260408238,1.12136485669796,"electric","grass"
"152",101,"standard Electrode","electrode",1.0877,1.2632,4.8246,3.8246,1.2456,1.9825,2.6842,2.5439,2.9825,57,"1","Kanto",1,1.01724133433854,0.873580300416506,"electric","No 2nd Type"
"153",102,"Exeggcute","exeggcute",1.4828,2.0517,1.7931,2.6379,1.5172,2.1724,2.0345,1.8966,2.7759,58,"1","Kanto",1,0.965671169995893,1.01758060264795,"grass","psychic"
"154",103,"Alolan Exeggutor","exeggutor-alola",2.2759,1.6552,1.4655,3.5172,1.5172,2.7069,3.3448,2.5345,4.0862,58,"7","Alola",7,0.987586447697909,1.0021751508843,"grass","dragon"
"155",103,"standard Exeggutor","exeggutor",2.2069,2.0862,1.431,3.4828,2.5,2.4655,2.7931,2.2759,3.5172,58,"1","Kanto",1,1.00415308817662,0.996077963532576,"grass","psychic"
"156",104,"Cubone","cubone",2.2414,2.8103,1.5862,3.0862,2.4483,4.1552,4,3.2069,4.1379,58,"1","Kanto",1,0.859997511264822,0.892863934068307,"ground","No 2nd Type"
"157",105,"Alolan Marowak","marowak-alola",2.9298,2.3158,2.1228,4.1228,2.9123,2.4386,4.5614,3.4386,4.193,57,"7","Alola",7,0.804343395533168,0.801212788558445,"fire","ghost"
"158",105,"standard Marowak","marowak",2.1207,2.931,1.5345,3.2241,2.7586,2.7241,4.1724,3,3.8793,58,"1","Kanto",1,1.33651275698507,1.03512543910251,"ground","No 2nd Type"
"159",106,"Hitmonlee","hitmonlee",2.2241,2.0517,2.2759,3.3276,4.3103,1.569,3.431,2.0862,3.069,58,"1","Kanto",1,0.9801841657622,0.960501817007346,"fighting","No 2nd Type"
"160",107,"Hitmonchan","hitmonchan",2.7368,2.807,2.3509,2.5088,4.8596,1.7895,3.1579,2.193,2.8772,57,"1","Kanto",1,1.14048582197509,0.995161084304516,"fighting","No 2nd Type"
"161",108,"Lickitung","lickitung",2.3684,1.5789,1.8772,3.5965,2.6491,2.5088,2.1404,1.9825,3.1053,57,"1","Kanto",1,1.10317262612368,1.0137024846022,"normal","No 2nd Type"
"162",109,"Koffing","koffing",1.7018,1.4035,3.614,3.9474,1.2632,2.7719,2.6316,1.9123,3.4211,57,"1","Kanto",1,1.13859513962021,0.959299826549722,"poison","No 2nd Type"
"163",110,"Galarian Weezing","weezing-galar",3.4737,1.6667,4.0877,3.9825,1.9474,1.7895,2.7368,1.6842,3.3684,57,"8","Galar",8,1.17922928960043,0.972075347423999,"poison","fairy"
"164",110,"standard Weezing","weezing",2.5517,1.7759,3.7586,3.9828,1.3793,1.7069,2.8103,1.5172,3.2241,58,"1","Kanto",1,1.21829591909859,1.03615923624958,"poison","No 2nd Type"
"165",111,"Rhyhorn","rhyhorn",3.2414,3.4138,2.1379,2.8621,1.1207,2.3448,3.7586,2.6379,3.4828,58,"1","Kanto",1,1.17444043902941,1.18743688514784,"ground","rock"
"166",112,"Rhydon","rhydon",3.1228,3.0877,2.0702,3.2105,2.7368,1.8246,4.2105,2.7368,3.6491,57,"1","Kanto",1,0.982142807177432,0.899465664967678,"ground","rock"
"167",113,"Chansey","chansey",1.6207,1.5172,1.7414,3.569,2.7069,3.9138,2.0517,3.4138,3.3621,58,"1","Kanto",1,0.959494763998381,0.91799716784049,"normal","No 2nd Type"
"168",114,"Tangela","tangela",2.2807,1.5088,1.807,3.5789,2.0526,3.807,2.7719,2.7895,3.6667,57,"1","Kanto",1,1.1597539565641,1.07501758566527,"grass","No 2nd Type"
"169",115,"Mega Kangaskhan","kangaskhan-mega",3.2414,2.5,1.7241,2.9483,3.1897,3.431,3.6552,2.8448,3.6552,58,"6","Kanto",1,0.956857719000801,0.953994981318843,"normal","No 2nd Type"
"170",115,"standard Kangaskhan","kangaskhan",3.1356,3.2712,1.5085,2.678,3,3.2034,3.8644,2.8305,3.6102,59,"1","Kanto",1,0.99177890429341,0.925932569967876,"normal","No 2nd Type"
"171",116,"Horsea","horsea",1.6207,2.2931,1.1034,1.6897,1.0862,4.431,2.6724,3.7931,3.8103,58,"1","Kanto",1,0.860170322983891,0.828006669556394,"water","No 2nd Type"
"172",117,"Seadra","seadra",2.7458,3,1.339,2.6102,1.1017,2.4407,3.9322,3.2034,3.8305,59,"1","Kanto",1,1.54562889697329,1.13980235406187,"water","No 2nd Type"
"173",118,"Goldeen","goldeen",1.8421,3.3158,1.2982,1.8246,1.193,2.7895,2.1053,3.2281,2.7368,57,"1","Kanto",1,0.94639326029903,0.975417343769445,"water","No 2nd Type"
"174",119,"Seaking","seaking",2.3448,3.8966,1.1897,1.3966,1.1379,2.1724,2.3103,2.6724,2.8448,58,"1","Kanto",1,0.996575587352995,0.932717873149924,"water","No 2nd Type"
"175",120,"Staryu","staryu",2,2.8983,2.9492,3.2712,1.4746,2.6102,3.2203,3.1695,3.4746,59,"1","Kanto",1,1.04728757327291,1.08568462627541,"water","No 2nd Type"
"176",121,"Starmie","starmie",2.6842,3.1404,3.0351,3.7193,1.193,2.2632,3.6667,3.6842,3.5965,57,"1","Kanto",1,0.81347530662243,1.00884419675485,"water","psychic"
"177",122,"standard Mr. Mime","mr-mime",2.9655,1.6207,2.5862,3.7931,4.8793,1.9138,1.8448,1.7069,2.4655,58,"1","Kanto",1,1.3158911657305,0.947877600928097,"psychic","fairy"
"178",122,"Galarian Mr. Mime","mr-mime-galar",3.1897,1.6552,2.8276,3.5862,4.8621,2.0862,2.1207,1.8793,2.4138,58,"8","Galar",8,1.24615937928225,0.938464895803404,"ice","psychic"
"179",123,"Scyther","scyther",3.3621,3,1.6897,3.4138,3.0517,1.9828,4.3793,3.0345,4.0862,58,"1","Kanto",1,1.07354414317642,1.18280705495742,"bug","flying"
"180",124,"Jynx","jynx",2.9138,1.9483,2.1379,3.5345,4.6897,1.7414,1.9138,1.6897,2.2931,58,"1","Kanto",1,1.36468539622792,1.04807125098686,"ice","psychic"
"181",125,"Electabuzz","electabuzz",3.2281,1.9825,2.2105,4.1053,3.8246,1.8421,3.8246,2.1579,3.3509,57,"1","Kanto",1,0.999846094650878,0.905893803705172,"electric","No 2nd Type"
"182",126,"Magmar","magmar",3.5439,1.8947,2.3509,4.2105,3.5614,1.5439,3.0175,1.7368,3.0877,57,"1","Kanto",1,1.11261824531284,0.829950806749595,"fire","No 2nd Type"
"183",127,"Mega Pinsir","pinsir-mega",4.3793,2.431,2.1724,3.5862,2.3448,1.431,3.6724,1.9138,3,58,"6","Kanto",1,1.05045146287778,1.0291134202989,"bug","flying"
"184",127,"standard Pinsir","pinsir",2.8276,2.6724,1.8966,2.8621,2.7414,1.3276,3.7069,1.7586,3.2759,58,"1","Kanto",1,1.2004755300365,0.983326076486786,"bug","No 2nd Type"
"185",128,"Paldean Tauros Aqua Breed","tauros-paldea-aqua-breed",2.5172,3.5345,1.4655,2.3448,1.1207,1.9828,3.6034,2.9483,3.3621,58,"9","Paldea",10,0.977298808328854,0.815994782764923,"fighting","water"
"186",128,"Paldean Tauros Blaze Breed","tauros-paldea-blaze-breed",2.4483,3.569,1.5172,2.4138,1.2241,1.8793,3.9655,3.1379,3.3621,58,"9","Paldea",10,1.3659917322605,1.18774947140913,"fighting","fire"
"187",128,"Paldean Tauros Combat Breed","tauros-paldea-combat-breed",1.9828,3.7241,1.3276,1.6379,1.069,1.8621,3.431,2.7931,3.2069,58,"9","Paldea",10,1.09479364595776,0.835107995317471,"fighting","No 2nd Type"
"188",128,"standard Tauros","tauros",2,4.1034,1.2241,1.6724,1.1379,2,3.7069,2.7931,3.3276,58,"1","Kanto",1,1.05679951177393,0.825637186697165,"normal","No 2nd Type"
"189",129,"Magikarp","magikarp",1.8621,2.931,1.2414,1.5345,1.1897,2.9138,2.0345,2.3966,3.7931,58,"1","Kanto",1,1.125850187401,0.970240123935179,"water","No 2nd Type"
"190",130,"Mega Gyarados","gyarados-mega",4.4138,2.9828,2.1552,4.3966,1.2069,1.4828,4.4655,2.8276,3.9655,58,"6","Kanto",1,1.06618102301657,0.982615742763585,"water","dark"
"191",130,"standard Gyarados","gyarados",3.9138,3.3276,1.4655,4.2069,1.1379,1.4483,4.5172,2.3966,4.1034,58,"1","Kanto",1,1.01182074145664,0.852872924686044,"water","flying"
"192",131,"Gigantamax Lapras","lapras-gmax",3.614,2.1053,2.386,4.4912,1.0877,3.2456,3.5789,3.9649,3.5789,57,"8","Kanto",1,1.05875412418348,0.967010842112708,"water","ice"
"193",131,"standard Lapras","lapras",2.5517,3.0345,1.4138,3.6552,1.1724,4.0345,4.1379,4.5517,4.4655,58,"1","Kanto",1,1.14587094126298,1.06390393892387,"water","ice"
"194",132,"Ditto","ditto",1.1053,1.2105,3.8596,3.9123,1.2281,4.1579,2.9474,2.807,3.8772,57,"1","Kanto",1,0.974592590339028,0.952853672568415,"normal","No 2nd Type"
"195",133,"Gigantamax Eevee","eevee-gmax",2.2414,1.5517,1.5,2.7759,1.1207,4.3793,2.8448,3.8276,3.5172,58,"8","Kanto",1,1.26274713266211,0.880857307574401,"normal","No 2nd Type"
"196",133,"standard Eevee","eevee",1.5263,3.1579,1.2105,2.1579,1.1579,4.7895,3.3333,4.1228,4.2281,57,"1","Kanto",1,0.917998277329904,0.855467352120768,"normal","No 2nd Type"
"197",134,"Vaporeon","vaporeon",2.8246,2.5965,1.386,3.9825,1.2982,4.4211,3.7895,4.2632,4.2281,57,"1","Kanto",1,0.878945617535112,0.884460807712699,"water","No 2nd Type"
"198",135,"Jolteon","jolteon",2.1552,2.8276,1.5862,3.1207,1.1034,3.8793,4.2241,3.4655,3.931,58,"1","Kanto",1,0.9801841657622,0.905387602220077,"electric","No 2nd Type"
"199",136,"Flareon","flareon",1.8276,3.2414,1.3966,2.8103,1.2414,4.069,3.6552,3.8793,3.7759,58,"1","Kanto",1,1.06743494428718,0.836885804258402,"fire","No 2nd Type"
"200",137,"Porygon","porygon",2.2414,1.6034,4.8103,3.8966,1.1379,3.431,3.5172,2.9138,3.9828,58,"1","Kanto",1,1.51998185107132,1.35022387501335,"normal","No 2nd Type"
"201",138,"Omanyte","omanyte",1.7759,2.6724,1.3276,2.2414,1.1207,4.3276,3.3793,3.2241,4.0172,58,"1","Kanto",1,0.955769762174841,0.922168451815227,"rock","water"
"202",139,"Omastar","omastar",2.8276,2.9655,1.5517,2.7414,1.1897,1.7241,3.3621,1.9483,3.2241,58,"1","Kanto",1,1.08346671333552,0.946417471118417,"rock","water"
"203",140,"Kabuto","kabuto",1.6379,3.1552,1.5517,2.2586,1.1379,3.2414,3.3103,2.6897,3.6552,58,"1","Kanto",1,0.862068965517241,0.865214822570953,"rock","water"
"204",141,"Kabutops","kabutops",3.3621,3.4828,1.9138,3.5,3.1724,1.7069,4.1552,2.7069,3.7931,58,"1","Kanto",1,1.02987479469435,1.00713933779623,"rock","water"
"205",142,"Mega Aerodactyl","aerodactyl-mega",4.069,2.7931,2.5862,4.0517,1.1724,1.5345,3.7931,1.9828,3.0172,58,"6","Kanto",1,1.29310344827586,0.876283421512824,"rock","flying"
"206",142,"standard Aerodactyl","aerodactyl",2.3966,3.4483,1.7931,2.9655,1.2414,1.7759,4.1897,2.5517,3.7931,58,"1","Kanto",1,1.09479364595776,0.951051554264436,"rock","flying"
"207",143,"Gigantamax Snorlax","snorlax-gmax",3.6034,1.7931,1.8621,4.1897,2.5517,3.1207,3.4655,3.1552,3.6552,58,"8","Kanto",1,1.39132696564359,1.08070180660103,"normal","No 2nd Type"
"208",143,"standard Snorlax","snorlax",1.5088,2.0351,1.3509,2.1579,2.9825,3.614,3.2456,2.8421,3.8947,57,"1","Kanto",1,1.05438450535556,1.0120396263991,"normal","No 2nd Type"
"209",144,"Galarian Articuno","articuno-galar",3.4211,2.5439,2.1228,4.2105,1.8421,2.2807,4,3.5789,3.6667,57,"8","Galar",8,1.18962375495893,1.05766950149479,"psychic","flying"
"210",144,"standard Articuno","articuno",2.7414,3.7586,1.5862,3.9655,1.2241,2.931,3.9138,4.1207,3.9483,58,"1","Kanto",1,1.13597009724339,0.999490530071999,"ice","flying"
"211",145,"Galarian Zapdos","zapdos-galar",3.4068,2.678,1.6271,3.6271,1.4237,2.0169,4.5424,3.3559,4.1186,59,"8","Galar",8,0.865237221566116,0.971402136141075,"fighting","flying"
"212",145,"standard Zapdos","zapdos",3.0175,2.4211,2.0702,3.8421,1.1754,1.9123,4.193,2.8772,3.7368,57,"1","Kanto",1,1.17766220679568,0.974574334170882,"electric","flying"
"213",146,"Galarian Moltres","moltres-galar",3.8421,2.5088,2.1579,4.5614,1.2281,1.9474,4.6491,3.7895,4.2632,57,"8","Galar",8,1.03076707519778,1.41366922501806,"dark","flying"
"214",146,"standard Moltres","moltres",2.5172,3.0862,1.8793,3.9138,1.2241,2.2069,3.5,3.1897,3.2931,58,"1","Kanto",1,1.11430542290045,0.999874129134705,"fire","flying"
"215",147,"Dratini","dratini",1.3509,2.1228,1.4737,4.0175,1.0877,4.7895,3.4912,4.2105,4.2281,57,"1","Kanto",1,0.772726861247201,0.781529830616089,"dragon","No 2nd Type"
"216",148,"Dragonair","dragonair",1.7586,2.5345,1.7759,4.3103,1.1379,4.1897,4.1724,4.5862,4.3103,58,"1","Kanto",1,0.792353468488004,0.821454480403332,"dragon","No 2nd Type"
"217",149,"Dragonite","dragonite",2.0345,1.4828,1.5172,4.5172,2.6897,4.2414,3.8621,3.6552,4.1379,58,"1","Kanto",1,1.07395941395844,0.936883749727363,"dragon","flying"
"218",150,"Mega Mewtwo X","mewtwo-mega-x",3.8947,2.5439,3.807,4.2807,4.6667,1.5088,3.5965,2.1404,2.7368,57,"6","Kanto",1,1.13208882841415,0.903728667724577,"psychic","fighting"
"219",150,"Mega Mewtwo Y","mewtwo-mega-y",3.3103,2.1897,3.7414,4.3966,4.2586,2.6552,3.6724,3.0172,3.5517,58,"6","Kanto",1,1.05327754133112,1.02490254395064,"psychic","No 2nd Type"
"220",150,"standard Mewtwo","mewtwo",3.0526,2.9298,3.3333,4.1754,4.3333,2.1053,4.3509,2.7895,4,57,"1","Kanto",1,1.1697953037312,1.16041370876128,"psychic","No 2nd Type"
"221",151,"Mew","mew",1.4035,1.7544,1.8421,3.6667,2.386,4.5439,3.5965,3.9474,4.2281,57,"1","Kanto",1,0.97364469652713,1.0256746903036,"psychic","No 2nd Type"
"222",152,"Chikorita","chikorita",1.4483,1.7586,1.3448,3.1897,1.1897,4.3793,2.8276,3.7069,3.8103,58,"2","Johto",2,1.00784674108107,0.853929784906259,"grass","No 2nd Type"
"223",153,"Bayleef","bayleef",2.193,2.2281,1.2982,3.5965,1.2105,4.1754,3.4737,3.8596,4.0175,57,"2","Johto",2,0.907884142662148,0.771905905229295,"grass","No 2nd Type"
"224",154,"Meganium","meganium",2.2241,2.2931,1.3793,3.4138,1.2586,4.1552,3.0862,4.1207,3.6897,58,"2","Johto",2,1.10183071094279,0.955245921165948,"grass","No 2nd Type"
"225",155,"Cyndaquil","cyndaquil",1.7544,2.2281,1.5614,3.2632,1.2632,4.7368,3.9298,3.4561,4.4211,57,"2","Johto",2,0.79355669318587,0.823482943670519,"fire","No 2nd Type"
"226",156,"Quilava","quilava",2.0517,2.6207,1.5172,3.4483,1.6897,3.9138,4.1552,3.5517,4.2241,58,"2","Johto",2,0.851835815657629,0.857668588161418,"fire","No 2nd Type"
"227",157,"Hisuian Typhlosion","typhlosion-hisui",2.9123,2.5263,2.0702,4.1228,3.0175,3.2982,4.2281,3.7895,4.1404,57,"8","Hisui",9,1.01633321810247,1.00594728539986,"fire","ghost"
"228",157,"standard Typhlosion","typhlosion",2,3.1356,1.4576,3.1525,2.3559,2.8983,4.4237,3.339,4.1186,59,"2","Johto",2,1.2789592867738,1.14259787792221,"fire","No 2nd Type"
"229",158,"Totodile","totodile",2.2241,1.8966,1.3103,2.3621,2.2759,4.5,4.069,3.3448,4.2241,58,"2","Johto",2,0.947648695424917,0.874671109343317,"water","No 2nd Type"
"230",159,"Croconaw","croconaw",2.5172,1.9655,1.6897,2.8621,2.5862,2.6897,3.5172,2.4138,3.5345,58,"2","Johto",2,1.08620689655172,0.901759849804933,"water","No 2nd Type"
"231",160,"Feraligatr","feraligatr",3.1724,2.6552,1.569,3.069,3.2759,1.9483,4.1552,2.4655,3.7759,58,"2","Johto",2,1.14535197794775,1.03930872341286,"water","No 2nd Type"
"232",161,"Sentret","sentret",1.5517,1.9138,1.3793,1.9483,1.7241,4.3793,2.7931,3.4655,3.9655,58,"2","Johto",2,0.964284927869625,0.876080833433686,"normal","No 2nd Type"
"233",162,"Furret","furret",1.7931,2.2931,1.3103,1.6552,1.5,4.6724,3,4.0345,4.2931,58,"2","Johto",2,0.809610819439579,0.911204081628399,"normal","No 2nd Type"
"234",163,"Hoothoot","hoothoot",1.7414,2,1.6034,2.0862,1.2586,3.8966,2.9655,3.0345,3.6379,58,"2","Johto",2,0.884702869701207,0.795537359816233,"normal","flying"
"235",164,"Noctowl","noctowl",2.0862,3.7586,1.1552,1.4483,1.2414,2.5172,3.431,3.1034,3.6897,58,"2","Johto",2,1.46419818934911,1.14106022793373,"normal","flying"
"236",165,"Ledyba","ledyba",1.7895,1.807,1.3684,1.6491,1.4386,3.7719,1.9825,3.0877,3.1053,57,"2","Johto",2,1.0205641805087,0.839482001178434,"bug","flying"
"237",166,"Ledian","ledian",2.069,1.9483,1.8103,2.7414,3.1724,3.7414,3.431,3.4138,3.5517,58,"2","Johto",2,0.949998435445235,0.94042793041901,"bug","flying"
"238",167,"Spinarak","spinarak",1.9483,2.4483,1.3966,1.7759,1.1379,3.8621,2.7241,2.6724,3.5172,58,"2","Johto",2,1.11790103982395,0.915350298379485,"bug","poison"
"239",168,"Ariados","ariados",2.8621,3.3276,1.4828,2.4138,1.0862,2.1207,3.5517,2.6724,3.5345,58,"2","Johto",2,1.02074207693901,0.947466734015548,"bug","poison"
"240",169,"Crobat","crobat",2.0877,2.2456,1.4737,3.0175,1.1754,2.5088,4.3684,2.8246,4.2456,57,"2","Johto",2,0.941829160103126,0.852112136338142,"poison","flying"
"241",170,"Chinchou","chinchou",1.7414,1.6897,1.5172,2.7241,1.2069,4.1724,2.9138,3.3448,3.7586,58,"2","Johto",2,0.97043084686002,0.874599380359653,"water","electric"
"242",171,"Lanturn","lanturn",1.6552,1.8621,1.5,2.4655,1.1379,4.1034,3.1207,3.6207,3.6552,58,"2","Johto",2,1.13793103448276,0.918410512326103,"water","electric"
"243",172,"Pichu","pichu",1.7544,1.4035,1.5789,2.8772,2.386,4.5263,2.9123,3.8421,3.7895,57,"2","Johto",2,1.29729695069026,1.13626745311801,"electric","No 2nd Type"
"244",173,"Cleffa","cleffa",1.2069,1.4138,2.0345,3.4655,2.3621,4.3103,1.9138,3.5862,3.2759,58,"2","Johto",2,1.11096577197152,0.98731036689588,"fairy","No 2nd Type"
"245",174,"Igglybuff","igglybuff",1.1724,1.3448,2.5,3.3793,2.0172,4.2414,1.8103,3.2586,3.0862,58,"2","Johto",2,1.07132664709696,1.01116557860738,"normal","fairy"
"246",175,"Togepi","togepi",1.7586,1.5517,1.8966,3.7069,2.431,4.4655,2.6724,3.5862,3.8448,58,"2","Johto",2,1.03059614716403,1.02233079504777,"fairy","No 2nd Type"
"247",176,"Togetic","togetic",2.0175,1.4386,1.9649,3.9649,2.2632,4.0877,2.7018,3.5263,3.4561,57,"2","Johto",2,1.04411761518361,0.980115755338288,"fairy","flying"
"248",177,"Natu","natu",1.7241,1.7586,1.8621,3.0517,1.2759,3.9138,2.8793,3.2759,3.7414,58,"2","Johto",2,1.0596086595041,0.896464344195085,"psychic","flying"
"249",178,"Xatu","xatu",3.1552,2.2069,2.2586,3.7759,2.4828,2.6207,3.6034,3.1724,3.6207,58,"2","Johto",2,1.08003170781833,0.933531482170875,"psychic","flying"
"250",179,"Mareep","mareep",1.7759,2.4138,1.8103,2.7586,1.1034,4.6207,3.2759,4.069,4.3276,58,"2","Johto",2,0.948275862068966,1.28628689004235,"electric","No 2nd Type"
"251",180,"Flaaffy","flaaffy",2.3509,1.9474,1.7544,3.1404,2.4561,4.386,3.2105,3.8246,4.0175,57,"2","Johto",2,0.927006653587572,0.813772182656627,"electric","No 2nd Type"
"252",181,"Mega Ampharos","ampharos-mega",3.2931,1.9138,2.4138,4.2759,2.931,3.7586,3.8276,4.069,3.8793,58,"6","Johto",2,1.09980540922876,0.993239086469122,"electric","dragon"
"253",181,"standard Ampharos","ampharos",2.0862,1.8793,1.9828,3.431,2.6897,3.9483,3.6207,3.5517,3.9828,58,"2","Johto",2,1.02539108284133,0.921571292145779,"electric","No 2nd Type"
"254",182,"Bellossom","bellossom",2.1379,1.7069,1.7414,3.4483,3.9483,4.2759,2.4655,4.2759,3.3448,58,"2","Johto",2,1.05946837901636,0.801035032296135,"grass","No 2nd Type"
"255",183,"Marill","marill",1.3158,1.4561,1.6316,2.8772,1.6316,4.6316,2.7018,3.7544,3.7895,57,"2","Johto",2,1.07175609468781,0.813749167809259,"water","fairy"
"256",184,"Azumarill","azumarill",1.5965,1.386,1.7544,3.0877,2.0175,4.2632,2.6667,3.4386,3.6667,57,"2","Johto",2,0.997071736026865,0.917861667540716,"water","fairy"
"257",185,"Sudowoodo","sudowoodo",1.7586,1.6034,2.2931,3.2241,3.4483,3.4655,2.8621,2.7759,3.5517,58,"2","Johto",2,0.985627995031479,1.00696625534455,"rock","No 2nd Type"
"258",186,"Politoed","politoed",2,1.7368,1.4912,2.4737,2.4211,4.0702,2.7368,3.2632,3.5965,57,"2","Johto",2,1.2901597411123,1.05859448697638,"water","No 2nd Type"
"259",187,"Hoppip","hoppip",1.3509,1.4737,1.4035,3.1404,1.2807,4.4211,1.9298,3.4035,3.614,57,"2","Johto",2,1.13561770755665,0.857260103066196,"grass","flying"
"260",188,"Skiploom","skiploom",1.569,1.6724,1.6897,3.4138,1.3621,4.1724,2.1379,3.3621,3.4138,58,"2","Johto",2,1.06729569245118,0.970840948224271,"grass","flying"
"261",189,"Jumpluff","jumpluff",1.7193,1.6667,1.8421,3.3684,1.4386,4.1404,2.5263,3.5789,3.4737,57,"2","Johto",2,1.12554490753301,0.930500106868275,"grass","flying"
"262",190,"Aipom","aipom",1.5862,1.6897,1.5345,2.5862,3.2586,3.2414,2.431,2.4655,3.0345,58,"2","Johto",2,1.27259600601696,1.01370517034632,"normal","No 2nd Type"
"263",191,"Sunkern","sunkern",1.4561,1.6842,1.4561,2.4737,1.2456,4.1404,1.7018,3.193,3.0526,57,"2","Johto",2,0.980888473578552,0.891670946609084,"grass","No 2nd Type"
"264",192,"Sunflora","sunflora",1.5345,1.6379,1.2931,2.4655,3.1552,3.3448,2,3.0172,2.8276,58,"2","Johto",2,1.13164407458082,0.977614528729247,"grass","No 2nd Type"
"265",193,"Yanma","yanma",2.5517,2.7586,1.4138,1.8621,1.1724,3.7586,3.2586,3.0345,3.7241,58,"2","Johto",2,0.963822404094737,1.17981997280257,"bug","flying"
"266",194,"Wooper Paldean","wooper-paldea",1.6316,1.5439,1.6491,2.6491,1.9298,4.5088,3.2807,3.3333,4.2456,57,"9","Paldea",10,1.06426322021776,0.950434854130165,"poison","ground"
"267",194,"standard Wooper","wooper",1.2759,1.6207,1.431,2.2241,1.8103,4.7069,3.1034,3.5517,4.5345,58,"2","Johto",2,0.747767187662119,0.905269376821462,"water","ground"
